date,uz
1997.5825,-0.0164461
1997.5852,-0.0079382
1997.588,-0.01493945
1997.5907,-0.00602728
1997.5934,-0.0159094
1997.5962,-0.01536005
1997.5989,-0.01436172
1997.6016,-0.02226041
1997.6044,-0.00832051
1997.6071,-0.00183327
1997.6099,-0.00236337
1997.6126,-0.00438639
1997.6153,-0.01266663
1997.6181,-0.01303175
1997.6208,-0.00929041
1997.6235,-0.02146918
1997.6263,-0.01128812
1997.629,-0.00019898
1997.6318,-0.01214889
1997.6345,-0.01525717
1997.6372,-0.01071082
1997.64,-0.02498937
1997.6427,-0.02511009
1997.6454,-0.01300392
1997.6482,-0.01948989
1997.6509,-0.01546291
1997.6537,-0.02503722
1997.6564,-0.02095502
1997.6591,-0.02074424
1997.6619,-0.02876427
1997.6646,-0.02417448
1997.6674,-0.02035004
1997.6701,-0.01970695
1997.6728,-0.01899504
1997.6756,-0.0208067
1997.6783,-0.01442519
1997.681,-0.0168734
1997.6838,-0.0183503
1997.6865,-0.01504956
1997.6893,-0.02159372
1997.692,-0.01758581
1997.6947,-0.01611653
1997.6975,-0.01339826
1997.7002,-0.01350593
1997.7029,-0.02290588
1997.7057,-0.02824204
1997.7084,-0.01905708
1997.7112,-0.01917672
1997.7139,-0.0178676
1997.7166,-0.01972826
1997.7194,-0.01218587
1997.7221,-0.00922743
1997.7248,-0.01586059
1997.7276,-0.01714159
1997.7303,-0.01909058
1997.7331,-0.01386477
1997.7358,-0.01120422
1997.7385,-9.222E-05
1997.7413,-0.010608
1997.744,-0.01312324
1997.7467,-0.00101035
1997.7522,-0.00801762
1997.755,-0.00144119
1997.7577,-0.00442101
1997.7604,-0.00961159
1997.7632,-0.00179054
1997.7659,-0.01465798
1997.7687,-0.00325064
1997.7714,-0.0068133
1997.7741,-0.00281171
1997.7769,-0.00632283
1997.7796,0.00243564
1997.7823,-0.00865214
1997.7878,-0.01572326
1997.7906,-0.01099514
1997.7933,-0.02573325
1997.796,-0.03087315
1997.7988,-0.01953655
1997.8015,-0.01816011
1997.8042,-0.00900222
1997.807,-0.01462164
1997.8097,-0.015551
1997.8125,-0.0130024
1997.8152,-0.01771347
1997.8179,-0.00656356
1997.8207,-0.0020835
1997.8234,-0.0073955
1997.8261,-0.01220525
1997.8289,-0.01466124
1997.8316,-0.01421901
1997.8344,0.00611981
1997.8371,-0.00969365
1997.8398,-0.00392975
1997.8426,-0.01721194
1997.8453,-0.02276032
1997.848,-0.02777674
1997.8508,-0.01629791
1997.8535,-0.01690354
1997.8563,-0.02390604
1997.859,-0.01408643
1997.8617,-0.01265977
1997.8645,-0.01379266
1997.8672,-0.01662541
1997.87,-0.01983129
1997.8727,-0.00762368
1997.8754,-0.01146345
1997.8782,-0.00366721
1997.8809,-0.00578784
1997.8836,0.00011415
1997.8864,-0.01400611
1997.8891,-0.0166574
1997.8919,-0.01434829
1997.8946,-0.01118344
1997.8973,-0.01517822
1997.9001,-0.00524142
1997.9028,-0.01429628
1997.9055,-0.00778652
1997.9083,-0.00736336
1997.911,-0.00819196
1997.9138,-0.00945453
1997.9165,-0.00603569
1997.9192,-0.01157168
1997.922,-0.01637377
1997.9247,-0.01041738
1997.9274,-0.00593474
1997.9302,-0.00916745
1997.9329,-0.0099978
1997.9357,-0.0142783
1997.9384,-0.01214823
1997.9411,-0.00167117
1997.9439,-0.0108344
1997.9466,-0.00860515
1997.9493,-0.00766467
1997.9521,-0.01663058
1997.9548,-0.00897952
1997.9576,-0.01232115
1997.9603,-0.00545716
1997.963,-0.01418806
1997.9658,-0.01684416
1997.9685,-0.01859462
1997.9713,-0.00992545
1997.974,-0.01454147
1997.9767,-0.01824263
1997.9795,-0.01395608
1997.9822,-0.02326049
1997.9849,-0.01595834
1997.9877,-0.02384185
1997.9904,-0.02382539
1997.9932,-0.0038812
1997.9959,-0.01738668
1997.9986,-0.01213453
1998.0014,-0.01769747
1998.0041,-0.02373306
1998.0068,-0.01878386
1998.0096,-0.0210815
1998.0123,-0.02319305
1998.0151,-0.03561375
1998.0178,-0.03712611
1998.0205,-0.02409822
1998.0233,-0.02004408
1998.026,-0.02179048
1998.0287,-0.02267234
1998.0315,-0.02544204
1998.0342,-0.02229705
1998.037,-0.0234186
1998.0397,-0.00686807
1998.0424,-0.01097612
1998.0452,0.00351899
1998.0479,-0.00881529
1998.0507,-0.01566729
1998.0534,-0.01164422
1998.0561,-0.01741684
1998.0589,-0.01158456
1998.0616,-0.01170667
1998.0643,-0.01163483
1998.0671,-0.01038697
1998.0698,-0.01168057
1998.0726,-0.02019138
1998.0753,-0.01574596
1998.078,-0.00896833
1998.0808,-0.00322904
1998.0835,-0.00485269
1998.0862,-0.00577471
1998.089,-0.01701176
1998.0917,-0.00911195
1998.0945,-0.00218503
1998.0972,-0.00550527
1998.0999,-0.01137022
1998.1027,-0.00576476
1998.1054,-0.00652214
1998.1081,-0.01676461
1998.1109,-0.01074178
1998.1136,-0.01747989
1998.1164,-0.02336166
1998.1191,-0.01422814
1998.1218,-0.02167428
1998.1246,-0.0122675
1998.1273,-0.02481424
1998.13,-0.01290519
1998.1328,-0.01972255
1998.1355,-0.01966118
1998.1383,-0.02361598
1998.141,-0.01991563
1998.1437,-0.01973899
1998.1465,-0.0191719
1998.1492,-0.01176728
1998.152,-0.01885942
1998.1547,-0.01415342
1998.1574,-0.00932603
1998.1602,-0.0215431
1998.1629,-0.02933231
1998.1656,-0.02474976
1998.1684,-0.0211688
1998.1711,-0.02199376
1998.1739,-0.017356
1998.1766,-0.01730194
1998.1793,-0.02106497
1998.1821,-0.01997126
1998.1848,-0.01474078
1998.1875,-0.02559644
1998.1903,-0.01723894
1998.193,-0.00539614
1998.1958,-0.01672005
1998.1985,-0.01960094
1998.2012,-0.02242808
1998.2094,-0.02349643
1998.2122,-0.02198832
1998.2149,-0.02700109
1998.2177,-0.01480323
1998.2204,-0.01807528
1998.2231,-0.01828637
1998.2259,-0.01369622
1998.2286,-0.00431057
1998.2313,-0.01255277
1998.2341,-0.00741654
1998.2368,-0.01353828
1998.2396,-0.02457689
1998.2423,-0.02253214
1998.245,-0.0156017
1998.2478,-0.02025607
1998.2505,-0.019099
1998.2533,-0.01178744
1998.256,-0.0184611
1998.2587,-0.00976196
1998.2615,-0.02478726
1998.2642,-0.02926335
1998.2669,-0.0262666
1998.2697,-0.00586853
1998.2724,-0.01378541
1998.2752,-0.00645524
1998.2779,-0.00797965
1998.2806,-0.00713392
1998.2834,-0.00946979
1998.2861,-0.00429006
1998.2888,-0.00589632
1998.2916,-0.0037481
1998.2943,-0.00571627
1998.2971,-0.00901254
1998.2998,-0.0130171
1998.3025,-0.00664029
1998.3053,-0.01825544
1998.308,-0.01612347
1998.3107,-0.01615148
1998.3135,-0.01536115
1998.3162,-0.01348271
1998.319,-0.02220055
1998.3217,-0.00827691
1998.3244,-0.00378933
1998.3272,-0.01611021
1998.3299,-0.00958225
1998.3326,-0.01222737
1998.3354,-0.02040263
1998.3381,-0.01916968
1998.3409,-0.01813129
1998.3436,-0.00849948
1998.3463,-0.00326936
1998.3491,-0.01418647
1998.3518,-0.01090596
1998.3546,-0.01160064
1998.3573,-0.01339756
1998.36,-0.00932287
1998.3628,-0.01104457
1998.3655,-0.00025412
1998.3682,-0.00741288
1998.371,0.00101254
1998.3737,-0.02377895
1998.3765,-0.00112376
1998.3792,-0.01582479
1998.3819,-0.01404669
1998.3847,-0.01565009
1998.3874,-0.01949209
1998.3901,-0.01393058
1998.3929,-0.01672839
1998.3956,-0.01622976
1998.3984,-0.01314516
1998.4011,-0.02392651
1998.4038,-0.01902872
1998.4066,-0.02489126
1998.4093,-0.01572223
1998.412,-0.02236101
1998.4148,-0.01048392
1998.4175,-0.01573591
1998.4203,-0.02500386
1998.423,-0.01942432
1998.4257,-0.01124767
1998.4285,-0.00957734
1998.4312,-0.01097396
1998.4339,-0.01671416
1998.4367,-0.01606484
1998.4394,-0.02254117
1998.4422,-0.01696757
1998.4449,-0.03075622
1998.4476,-0.03220424
1998.4504,-0.03008327
1998.4531,-0.00948585
1998.4559,-0.02153211
1998.4586,-0.01107609
1998.4613,-0.01318345
1998.4641,-0.01630276
1998.4668,-0.01010614
1998.4695,-0.01635784
1998.4723,-0.0215419
1998.475,-0.02027841
1998.4778,-0.01233441
1998.4805,-0.01316414
1998.4832,-0.02795851
1998.486,-0.02152535
1998.4887,-0.01885611
1998.4914,-0.03152617
1998.4942,-0.02475867
1998.4969,-0.02486179
1998.4997,-0.0289337
1998.5024,-0.03054184
1998.5051,-0.026497
1998.5079,-0.02787021
1998.5106,-0.03947703
1998.5133,-0.02632014
1998.5161,-0.03839982
1998.5188,-0.02411563
1998.5216,-0.02780089
1998.5243,-0.02039833
1998.527,-0.02584822
1998.5298,-0.01511925
1998.5325,-0.01803125
1998.5352,-0.02475961
1998.538,-0.02883088
1998.5407,-0.02970824
1998.5435,-0.02698617
1998.5462,-0.02857454
1998.5489,-0.0318218
1998.5517,-0.02662985
1998.5544,-0.0223075
1998.5572,-0.02536004
1998.5599,-0.02098751
1998.5626,-0.01372607
1998.5654,-0.02131675
1998.5681,-0.01904751
1998.5708,-0.01406068
1998.5736,-0.02039179
1998.5763,-0.02381579
1998.5791,-0.02829534
1998.5818,-0.02286957
1998.5845,-0.01099116
1998.5873,-0.01035318
1998.59,-0.00713867
1998.5927,-0.00242721
1998.5955,-0.00825668
1998.5982,-0.00427715
1998.601,-0.00681962
1998.6037,-0.01283965
1998.6064,-0.01850454
1998.6092,-0.01580671
1998.6119,-0.02474119
1998.6146,-0.02268794
1998.6174,-0.03255619
1998.6201,-0.01908025
1998.6229,-0.01773531
1998.6256,-0.01913112
1998.6283,-0.01127613
1998.6311,-0.01685476
1998.6338,-0.01632773
1998.6366,-0.01193517
1998.6393,-0.01476414
1998.642,-0.01415471
1998.6448,-0.02041603
1998.6502,-0.02117599
1998.653,-0.02031058
1998.6585,-0.02397197
1998.6612,-0.02087828
1998.6639,-0.01941248
1998.6667,-0.01381294
1998.6694,-0.01766102
1998.6721,-0.02108974
1998.6749,-0.00341302
1998.6776,-0.01598976
1998.6804,-0.01160144
1998.6831,-0.00992726
1998.6858,-0.02367505
1998.6886,-0.0251236
1998.6913,-0.01941237
1998.694,-0.01375451
1998.6968,-0.018261
1998.6995,-0.00515375
1998.7023,-0.02521067
1998.705,-0.0122452
1998.7077,-0.020055
1998.7105,-0.01659809
1998.7132,-0.01837513
1998.7159,-0.01153798
1998.7187,-0.01735265
1998.7214,-0.01201445
1998.7242,-0.02137199
1998.7269,-0.0208284
1998.7296,-0.03702245
1998.7324,-0.02067369
1998.7351,-0.02565587
1998.7379,-0.0081338
1998.7406,-0.01090591
1998.7433,-0.01345254
1998.7461,-0.00619284
1998.7488,-0.01451913
1998.7515,-0.0196574
1998.7543,-0.01736518
1998.757,-0.02782252
1998.7598,-0.01072404
1998.7625,-0.01770406
1998.7652,0.00151972
1998.768,-0.01889371
1998.7707,-0.01325953
1998.7734,-0.0132149
1998.7762,-0.02484132
1998.7789,-0.01997284
1998.7817,-0.013607
1998.7844,-0.01824588
1998.7871,-0.02216402
1998.7899,-0.01478814
1998.7926,-0.00827883
1998.7953,-0.01925556
1998.7981,-0.01394931
1998.8008,-0.01848905
1998.8036,-0.01463124
1998.8063,-0.01769208
1998.809,0.0003902
1998.8118,-0.00134148
1998.8145,-0.00116503
1998.8172,-0.00751357
1998.82,-0.01275673
1998.8227,-0.01027087
1998.8255,-0.01160995
1998.8282,-0.00553553
1998.8309,-0.00862258
1998.8337,-0.00474855
1998.8364,0.00386884
1998.8392,-0.0038114
1998.8419,-0.00611419
1998.8446,0.00079111
1998.8474,-0.01352682
1998.8501,-0.01008567
1998.8528,-0.02859541
1998.8556,-0.01289969
1998.8583,-0.02542815
1998.8611,-0.0251164
1998.8638,-0.00034689
1998.8665,-0.00904137
1998.8693,-0.00861368
1998.872,-0.01425043
1998.8747,-0.01879663
1998.8775,-0.0109872
1998.8802,-0.01259677
1998.883,-0.00879759
1998.8857,-0.01077278
1998.8884,-0.01302885
1998.8912,-0.00952522
1998.8939,-0.01610324
1998.8966,-0.01716641
1998.8994,-0.01825404
1998.9021,-0.01253868
1998.9049,-0.01756295
1998.9076,-0.01571031
1998.9103,-0.0146413
1998.9131,-0.02473963
1998.9158,-0.02905863
1998.9185,-0.03058037
1998.9213,-0.02181103
1998.924,-0.02194387
1998.9268,-0.02711007
1998.9295,-0.02449255
1998.9322,-0.02587836
1998.935,-0.03212333
1998.9377,-0.03242562
1998.9405,-0.02783562
1998.9432,-0.02719352
1998.9459,-0.02915752
1998.9487,-0.02391229
1998.9514,-0.02267867
1998.9541,-0.01347637
1998.9569,-0.01609801
1998.9596,-0.02924525
1998.9624,-0.01365461
1998.9651,-0.02064563
1998.9678,-0.01870933
1998.9706,-0.02522918
1998.9733,-0.01141098
1998.976,-0.01195147
1998.9788,-0.0140705
1998.9815,-0.01937678
1998.9843,-0.01883424
1998.987,-0.01866495
1998.9897,-0.01840709
1998.9925,-0.01780716
1998.9952,-0.01011872
1998.9979,-0.01456049
1999.0007,-0.00875778
1999.0034,-0.01273742
1999.0062,0.00621311
1999.0089,-0.0009961
1999.0116,0.00144294
1999.0144,-0.01658551
1999.0171,-0.01386801
1999.0198,-0.0170739
1999.0226,-0.01404139
1999.0253,-0.01806441
1999.0281,-0.01987306
1999.0308,-0.01519821
1999.0335,-0.01542375
1999.0363,-0.01769493
1999.039,-0.01202613
1999.0418,-0.0081249
1999.0445,-0.01392399
1999.0472,-0.01363593
1999.05,-0.00567218
1999.0527,-0.02303563
1999.0554,-0.01291815
1999.0582,-0.01046476
1999.0609,-0.01449216
1999.0637,-0.00411154
1999.0664,-0.01159619
1999.0691,-0.00223295
1999.0719,-0.02064187
1999.0746,-0.00891409
1999.0773,-0.01436792
1999.0801,-0.01334324
1999.0828,-0.01225914
1999.0856,-0.02802844
1999.0883,-0.02185349
1999.091,-0.03238597
1999.0938,-0.01745596
1999.0965,-0.03570786
1999.0992,-0.02091058
1999.102,-0.02955564
1999.1047,-0.02810012
1999.1075,-0.03059792
1999.1102,-0.01995595
1999.1129,-0.02659803
1999.1157,-0.01252684
1999.1184,-0.02708644
1999.1211,-0.02871862
1999.1239,-0.02985124
1999.1266,-0.02787158
1999.1294,-0.02283239
1999.1321,-0.02337979
1999.1348,-0.01244158
1999.1376,-0.00517136
1999.1403,-0.00677584
1999.1431,-0.01218101
1999.1458,-0.01096193
1999.1485,-0.00780533
1999.1513,-0.00401417
1999.154,-0.00140707
1999.1567,-0.01073741
1999.1595,-0.01056719
1999.1622,-0.00221061
1999.165,-0.0076635
1999.1677,-0.0130899
1999.1704,-0.01304422
1999.1732,-0.01227999
1999.1759,-0.03079667
1999.1786,-0.01689289
1999.1814,-0.02376476
1999.1841,-0.02750252
1999.1869,-0.03211786
1999.1896,-0.01961024
1999.1923,-0.03266982
1999.1978,-0.01567977
1999.2005,-0.0192898
1999.2033,-0.01056102
1999.206,-0.01905366
1999.2088,-0.018754
1999.2115,-0.01473603
1999.2142,-0.00688006
1999.217,-0.00961646
1999.2197,-0.01730209
1999.2225,-0.00599613
1999.2252,-0.01944886
1999.2279,-0.01957125
1999.2307,-0.01369811
1999.2334,-0.01058886
1999.2361,-0.00807974
1999.2389,-0.00816853
1999.2416,-0.00591051
1999.2444,-0.00368603
1999.2471,-0.01425542
1999.2498,-0.00709322
1999.2526,-0.01586442
1999.2553,-0.01525586
1999.258,-0.02079253
1999.2608,-0.01648042
1999.2635,-0.00718203
1999.2663,-0.01891591
1999.269,-0.00840245
1999.2717,-0.0239024
1999.2745,-0.01190146
1999.2772,-0.01155891
1999.2799,-0.02125491
1999.2827,-0.00247724
1999.2854,-0.00607156
1999.2882,-0.00900476
1999.2909,-0.00617436
1999.2936,-0.01236594
1999.2964,-0.00741572
1999.2991,-0.00687261
1999.3018,-0.01161549
1999.3046,-0.00580933
1999.3073,-0.01856142
1999.3101,-0.01175431
1999.3128,0.00103252
1999.3155,-0.0139671
1999.3183,-0.00392765
1999.321,-0.00529861
1999.3238,-0.00362245
1999.3265,-0.00473702
1999.3292,-0.01888602
1999.332,-0.02321274
1999.3347,-0.01633336
1999.3374,-0.00871107
1999.3402,-0.00664808
1999.3429,-0.00614688
1999.3457,-0.00492252
1999.3484,-0.00923635
1999.3511,-0.01391
1999.3539,-0.0097776
1999.3566,-0.00749469
1999.3621,-0.01265351
1999.3648,-0.00587157
1999.3676,-0.00447546
1999.3703,-0.0049776
1999.373,-0.00774413
1999.3758,-0.0061758
1999.3785,-0.01631005
1999.3812,-0.01262259
1999.384,-0.01804849
1999.3867,-0.00767618
1999.3895,-0.00848865
1999.3922,0.00359777
1999.3949,0.00086916
1999.3977,-0.00315597
1999.4004,0.00291448
1999.4031,-0.00812481
1999.4059,-0.02409921
1999.4086,-0.01193212
1999.4114,-0.01087615
1999.4141,-0.0174572
1999.4168,-0.00443845
1999.4196,-0.00617896
1999.4223,-0.00809595
1999.4251,-0.01827723
1999.4278,-0.02116828
1999.4305,-0.01808873
1999.4333,-0.0062856
1999.436,-0.00362259
1999.4387,-0.01025117
1999.4415,-0.00470015
1999.4442,-0.01172835
1999.447,-0.00053868
1999.4497,-0.00574858
1999.4524,-0.00246461
1999.4552,-0.00526092
1999.4579,-0.00441589
1999.4606,-0.01479283
1999.4634,-0.01032709
1999.4661,-0.00090998
1999.4689,-0.00219685
1999.4716,-0.00527657
1999.4743,-0.01063659
1999.4771,-0.00996994
1999.4798,-0.00547674
1999.4825,-0.01148616
1999.4853,-0.01347637
1999.488,-0.01752203
1999.4908,-0.01439911
1999.4935,-0.01582244
1999.4962,-0.01883089
1999.499,-0.01146745
1999.5017,-0.01300729
1999.5044,-0.0028084
1999.5072,-0.00811052
1999.5099,-0.01390342
1999.5127,-0.00745313
1999.5154,-0.0090094
1999.5181,-0.00357307
1999.5209,-0.00527899
1999.5236,-0.00829924
1999.5264,-0.00803015
1999.5291,-0.00586141
1999.5318,-0.00909855
1999.5346,-0.0091852
1999.5373,-0.01841314
1999.54,-0.0167655
1999.5428,-0.01534955
1999.5455,-0.01528866
1999.5483,-0.01803041
1999.551,-0.01694413
1999.5537,-0.0280174
1999.5565,-0.01580545
1999.5592,-0.02381346
1999.5619,-0.02034421
1999.5647,-0.02562217
1999.5674,-0.03156866
1999.5702,-0.02453928
1999.5729,-0.02571981
1999.5756,-0.01987609
1999.5784,-0.02174259
1999.5811,-0.01961727
1999.5838,-0.00937965
1999.5866,-0.01358421
1999.5893,-0.01164096
1999.5921,-0.01035774
1999.5948,-0.00945685
1999.5975,-0.01922627
1999.6003,-0.02733937
1999.603,-0.01828762
1999.6057,-0.02208024
1999.6085,-0.00885331
1999.6112,-0.01207725
1999.614,-0.01331116
1999.6167,-0.01167554
1999.6194,-0.01470783
1999.6222,-0.0126509
1999.6249,-0.0122845
1999.6277,-0.01782605
1999.6304,-0.0208732
1999.6331,-0.01577466
1999.6359,-0.0080974
1999.6386,-0.01407118
1999.6413,-0.02047795
1999.6441,-0.02211696
1999.6468,-0.03318164
1999.6496,-0.03423789
1999.6523,-0.02466185
1999.655,-0.02891525
1999.6578,-0.02255956
1999.6605,-0.02258797
1999.6632,-0.02411481
1999.666,-0.02239233
1999.6687,-0.02047088
1999.6715,-0.03278293
1999.6742,-0.003732
1999.6769,-0.01881919
1999.6797,-0.02452819
1999.6824,-0.01876525
1999.6851,-0.02007173
1999.6879,-0.01346514
1999.6906,-0.01357707
1999.6934,-0.01785148
1999.6961,-0.01859368
1999.6988,-0.01912326
1999.7016,-0.01567266
1999.7043,-0.0211866
1999.707,-0.01514284
1999.7098,-0.02076785
1999.7125,-0.02217435
1999.7153,-0.0215116
1999.718,-0.03073519
1999.7207,-0.0340692
1999.7235,-0.01911811
1999.7262,-0.02322585
1999.729,-0.01515807
1999.7317,-0.02197236
1999.7344,-0.01680557
1999.7372,-0.02093868
1999.7399,-0.0199376
1999.7426,-0.01820876
1999.7454,-0.02447831
1999.7481,-0.02648504
1999.7509,-0.02508951
1999.7536,-0.01624192
1999.7563,-0.01674492
1999.7591,-0.01270324
1999.7618,-0.009553
1999.7645,-0.01042504
1999.7673,-0.01440116
1999.77,-0.00723385
1999.7728,-0.01858183
1999.7755,-0.02169661
1999.7782,-0.02019017
1999.781,-0.01501575
1999.7837,-0.01655155
1999.7864,-0.02301276
1999.7892,-0.02214066
1999.7919,-0.01309274
1999.7947,-0.01628936
1999.7974,-0.01179862
1999.8001,-0.00927006
1999.8029,-0.01166212
1999.8056,-0.02283877
1999.8084,-0.02261093
1999.8111,-0.0157578
1999.8138,-0.00624739
1999.8166,-0.00799794
1999.8193,-0.0034413
1999.822,-0.01747911
1999.8248,-0.01880901
1999.8275,-0.01862278
1999.8303,-0.01792079
1999.833,-0.01546314
1999.8357,-0.014925
1999.8385,-0.02434428
1999.8412,-0.02335002
1999.8439,-0.02699488
1999.8467,-0.02021397
1999.8494,-0.01946156
1999.8522,-0.01465207
1999.8549,-0.02396877
1999.8576,-0.00629413
1999.8604,-0.01165649
1999.8631,-0.02212411
1999.8658,-0.00752374
1999.8686,-0.02654177
1999.8713,-0.01853264
1999.8741,-0.0071176
1999.8768,-0.02019411
1999.8795,-0.01959454
1999.8823,-0.02057109
1999.885,-0.02831122
1999.8877,-0.01897027
1999.8905,-0.02195877
1999.8932,-0.01613171
1999.896,-0.01952568
1999.8987,-0.02314424
1999.9014,-0.02068923
1999.9042,-0.01044641
1999.9069,-0.01163931
1999.9097,-0.02266828
1999.9124,-0.01709054
1999.9151,-0.00454319
1999.9179,-0.01234619
1999.9206,-0.00333616
1999.9233,-0.01134445
1999.9261,-0.01221657
1999.9288,-0.01022554
1999.9316,-0.01284388
1999.9343,-0.00648652
1999.937,-0.02066657
1999.9398,-0.01561357
1999.9425,-0.02077914
1999.9452,-0.01611794
1999.948,-0.01060508
1999.9507,-0.01922136
1999.9535,-0.02460006
1999.9562,-0.02222151
1999.9589,-0.02228013
1999.9617,-0.0396906
1999.9644,-0.01890378
1999.9671,-0.01818234
1999.9699,-0.02011658
1999.9726,-0.01643228
1999.9754,-0.01907573
1999.9781,-0.01763854
1999.9808,-0.02257194
1999.9836,-0.01600328
1999.9863,-0.02460281
1999.989,-0.02076572
1999.9918,-0.02247698
1999.9945,-0.02447104
1999.9973,-0.02667662
2000.0,-0.02164099
2000.0027,-0.00746478
2000.0055,-0.01022211
2000.0082,-0.0041667
2000.011,-0.00755683
2000.0137,-0.01149345
2000.0164,-0.01806168
2000.0192,-0.02302371
2000.0219,-0.01252917
2000.0246,-0.00876889
2000.0274,-0.00571781
2000.0301,-0.00506085
2000.0329,-0.01567073
2000.0356,-0.0172813
2000.0383,-0.01993069
2000.0411,-0.01122166
2000.0438,-0.00605017
2000.0465,-0.00836126
2000.0493,-0.0045366
2000.052,-0.01063049
2000.0548,-0.0068278
2000.0575,-0.00543556
2000.0602,-0.00165512
2000.063,-0.00071007
2000.0657,-0.00508086
2000.0684,-0.00514674
2000.0712,-0.00326657
2000.0739,-0.01363388
2000.0767,0.0015001
2000.0794,-0.01096639
2000.0821,-0.01787709
2000.0849,-0.0161658
2000.0876,-0.00671796
2000.0903,-0.00718556
2000.0931,-0.01154239
2000.0958,-0.01444644
2000.0986,-0.00957946
2000.1013,-0.00510712
2000.104,-0.0150285
2000.1068,-0.0079721
2000.1123,-0.01566431
2000.1205,-0.00240484
2000.1232,-0.01039222
2000.1259,-0.01537575
2000.1342,-0.00574597
2000.1396,-0.01246708
2000.1424,-0.01059599
2000.1451,-0.01069273
2000.1478,-0.00957572
2000.1506,-0.01210212
2000.1533,-0.01053462
2000.1561,-0.01405458
2000.1588,-0.02049468
2000.1615,-0.01400022
2000.1643,-0.00969655
2000.167,-0.00547329
2000.1697,-0.00335957
2000.1725,-0.0029484
2000.1752,0.00540033
2000.178,0.00154381
2000.1807,-0.00134077
2000.1834,-0.00929442
2000.1862,-0.00460155
2000.1889,-0.00397978
2000.1916,0.00543381
2000.1944,-0.01016898
2000.1971,0.00652308
2000.1999,0.00761293
2000.2026,-0.0041369
2000.2053,-0.01385174
2000.2081,-0.00152548
2000.2108,-0.00812154
2000.2136,-0.00078543
2000.2163,-0.00632453
2000.219,-0.0058373
2000.2218,0.00270467
2000.2245,-0.01799229
2000.2272,-0.012084
2000.23,-0.00594601
2000.2327,0.00015557
2000.2355,-0.01077111
2000.2382,-0.02021349
2000.2409,-0.02154699
2000.2437,-0.01514724
2000.2464,-0.02047264
2000.2491,-0.00248231
2000.2519,-0.01213802
2000.2546,-0.01384707
2000.2574,-0.01768963
2000.2601,-0.01625166
2000.2628,-0.01931257
2000.2656,-0.01672461
2000.2683,-0.00708034
2000.271,-0.01164463
2000.2738,-0.01540594
2000.2765,-0.00609725
2000.2793,-0.00855739
2000.282,-0.0158919
2000.2847,-0.02883761
2000.2875,-0.01619633
2000.2902,-0.01762609
2000.293,-0.0172919
2000.2957,-0.01430729
2000.2984,-0.02061326
2000.3012,-0.01839433
2000.3039,-0.02048457
2000.3066,-0.02167364
2000.3094,-0.01073161
2000.3121,-0.01405863
2000.3149,-0.02259519
2000.3176,-0.01939698
2000.3203,-0.02278502
2000.3231,-0.02728254
2000.3258,-0.02230351
2000.3285,-0.01971991
2000.3313,-0.01908733
2000.334,-0.01017522
2000.3368,-0.01621308
2000.3395,-0.0165741
2000.3422,-0.01419889
2000.345,-0.01404935
2000.3477,-0.01473516
2000.3504,-0.00640023
2000.3532,-0.0210398
2000.3559,-0.0274031
2000.3587,-0.03461749
2000.3614,-0.0172297
2000.3641,-0.03081539
2000.3669,-0.02131891
2000.3696,-0.01815492
2000.3723,-0.01581201
2000.3751,-0.01603834
2000.3778,-0.02168232
2000.3806,-0.02592704
2000.3833,-0.02977588
2000.386,-0.02937121
2000.3888,-0.01940848
2000.3915,-0.02041887
2000.3943,-0.02130515
2000.397,-0.02027899
2000.3997,-0.02469649
2000.4025,-0.02434067
2000.4052,-0.02114038
2000.4079,-0.03111571
2000.4107,-0.02294859
2000.4134,-0.02150141
2000.4162,-0.02362022
2000.4189,-0.03049417
2000.4216,-0.03021486
2000.4244,-0.02113812
2000.4271,-0.01849057
2000.4298,-0.03073274
2000.4326,-0.02148137
2000.4353,-0.01638181
2000.4381,-0.02487453
2000.4408,-0.0170479
2000.4435,-0.02084572
2000.4463,-0.0224115
2000.449,-0.021422
2000.4517,-0.02840337
2000.4545,-0.01527565
2000.4572,-0.01859423
2000.46,-0.01912178
2000.4627,-0.03165577
2000.4654,-0.03312913
2000.4682,-0.03566245
2000.4709,-0.01978674
2000.4736,-0.02337424
2000.4764,-0.02415157
2000.4791,-0.01225096
2000.4819,-0.02193907
2000.4846,-0.02133332
2000.4873,-0.00482945
2000.4901,-0.02822831
2000.4928,-0.01898027
2000.4956,-0.0292356
2000.4983,-0.0356934
2000.501,-0.02784006
2000.5038,-0.01571494
2000.5065,-0.01954075
2000.5092,-0.01065267
2000.512,-0.02417253
2000.5147,-0.01296561
2000.5175,-0.01458777
2000.5202,-0.01570212
2000.5229,-0.01452898
2000.5257,-0.01952777
2000.5284,-0.01925961
2000.5311,-0.01280865
2000.5339,-0.02333745
2000.5366,-0.00905237
2000.5394,-0.00804939
2000.5421,-0.01780628
2000.5448,-0.01364535
2000.5476,-0.01555553
2000.5503,-0.01373999
2000.553,-0.03008867
2000.5558,-0.02114967
2000.5585,-0.02025485
2000.5613,-0.03060524
2000.564,-0.02844618
2000.5667,-0.02143825
2000.5695,-0.02514404
2000.5722,-0.02809323
2000.5749,-0.02428413
2000.5777,-0.0307467
2000.5804,-0.02757175
2000.5832,-0.02639172
2000.5859,-0.01611297
2000.5886,-0.01231836
2000.5914,-0.01969063
2000.5941,-0.02172122
